source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,JkcStd_mag_U,JkcStd_mag_B,JkcStd_mag_V,JkcStd_mag_R,JkcStd_mag_I,JkcStd_flux_U,JkcStd_flux_B,JkcStd_flux_V,JkcStd_flux_R,JkcStd_flux_I,JkcStd_flux_error_U,JkcStd_flux_error_B,JkcStd_flux_error_V,JkcStd_flux_error_R,JkcStd_flux_error_I,JkcStd_mag_error_U,JkcStd_mag_error_B,JkcStd_mag_error_V,JkcStd_mag_error_R,JkcStd_mag_error_I
2761166549691717120,351.98128930820883,8.813773281956042,16.840414,17.598711,15.988402,20.248616634174883,18.683146060882482,17.374779413664807,16.5547415968387,15.866861337467977,3.639094607582034e-19,2.1794232300525827e-18,4.127130813924119e-18,5.338058897453564e-18,5.3061004211961e-18,2.9556264982512873e-19,4.772539435280013e-20,3.295177053240608e-20,2.5986464644801424e-20,2.0826237605363125e-20,0.8818211788745239,0.02377564294106569,0.00866871729803453,0.00528552532681632,0.004261472339782978
2761165518899565696,351.8840026497343,8.777054457158954,16.88912,17.237133,16.368011,17.612159952556844,17.69940307510989,17.076512054305955,16.688119864279923,16.2892384946304,4.126444601494767e-18,5.393103685848307e-18,5.431942677842839e-18,4.720978844489276e-18,3.596040730740342e-18,2.864540948852491e-19,6.43561242852135e-20,4.113215636906666e-20,2.903065249883157e-20,1.951964179432136e-20,0.0753708366048277,0.01295613401939989,0.00822149164641101,0.006676503221895573,0.005893476572397289
2761172871882912256,352.08411689313886,8.869378123324042,16.913755,17.049273,15.5743475,18.10885678138952,18.08191431629911,17.304418268432148,16.424815024922818,15.719983100973256,2.611543639794706e-18,3.79170266211884e-18,4.40344617968791e-18,6.016639492451459e-18,6.074726919183466e-18,6.621657485378472e-19,3.436174834517217e-19,4.618177306125358e-20,9.651729822626309e-20,8.215036831130289e-20,0.27529209766329,0.09839324852622598,0.011386814092066497,0.017417085600884848,0.014682738878044159
2761166240454073728,351.98624191161406,8.778953386340707,16.981031,15.899007,14.73264,15.050323268021373,16.306172939964544,15.94672902033312,15.597615254265708,14.989854186880304,4.368282259074298e-17,1.945946177374031e-17,1.537688590192457e-17,1.2889435520547536e-17,1.1900859424587387e-17,1.1502425480273818e-18,3.152734272054371e-19,3.4772111161305916e-19,1.131423285713503e-19,4.341588182508065e-20,0.02858926929578084,0.017590608532505436,0.02455200633242578,0.009530496678828713,0.003960906778009843
2761166755850156672,352.0498589672191,8.817761245534456,17.01865,17.928242,16.08329,19.256588583728576,19.05117069705455,17.7062241347006,16.798791725015672,15.924607915287563,9.074121008063828e-19,1.552857919138961e-18,3.04137762182188e-18,4.263470967821956e-18,5.031260845465088e-18,1.8784545948905358e-19,4.782687847579005e-20,3.27180631558023e-20,2.598258393768403e-20,2.2925259467956782e-20,0.22476074110698852,0.0334398742355808,0.011679965507386774,0.006616729018966937,0.004947225948396216
2761166206094335616,352.0090926376285,8.7836880661384,17.096884,18.24851,16.039095,20.20211322430694,19.557625999689368,18.006435157327214,16.98277482187422,15.844228659568504,3.79834763724928e-19,9.739790156657363e-19,2.3066724949295077e-18,3.598902418517434e-18,5.4178694523800846e-18,1.9143523311109594e-19,4.365387208972776e-20,2.769999505852371e-20,2.22776341818629e-20,2.4252475783374068e-20,0.5472067943879679,0.04866284452062986,0.01303821308519984,0.006720836292518839,0.004860174510380898
2760979186038146816,352.08157693010713,8.824891210710181,17.139174,18.803125,15.870691,nan,20.076061409137193,18.508440431938585,17.25866331015664,15.656966908603582,nan,6.041926480043469e-19,1.452726394339261e-18,2.7913524487912843e-18,6.437737089242643e-18,nan,4.197322057313783e-20,2.4235378344576743e-20,1.944051158383061e-20,2.3987890175777332e-20,nan,0.0754260174417525,0.01811299623057105,0.00756166326281176,0.0040456018129605325
2761174211913381120,352.0050881244827,8.915465523048512,17.150007,18.37379,16.058043,22.243073345500175,19.59307984226093,18.112663970951242,17.075875288591515,15.852627650084099,5.797098261820651e-20,9.426881831028093e-19,2.091675991825287e-18,3.303162082504237e-18,5.376119826143851e-18,1.0828405666227631e-19,4.679426622927526e-20,2.956054211552021e-20,2.3034526201785513e-20,2.327682865289702e-20,2.0280477474499534,0.05389505239472585,0.015344131181182758,0.007571356909548871,0.004700880266377728
2761167541828643456,351.93586946499386,8.836419001673512,17.167435,17.529202,16.649197,17.89548670354098,18.016637068095424,17.339148963492665,16.958361109941226,16.559029522546528,3.178669088626516e-18,4.026661967716681e-18,4.2648171368925066e-18,3.6807435186895365e-18,2.8048406373554537e-18,2.70956865311135e-19,5.433011011549793e-20,4.04669283566272e-20,2.8520563304462047e-20,1.822322720868177e-20,0.09255058340256114,0.014649396456375805,0.010302061683272341,0.00841292200951166,0.007054096865429799
2761172837523861376,352.084132517461,8.861156003128903,17.19046,17.49542,16.726074,17.87607818739612,17.89078778519735,17.351649163774997,17.01053735256421,16.652386212915747,3.236001580402369e-18,4.521524473985996e-18,4.215997401109183e-18,3.508044218605502e-18,2.5737449935300063e-18,3.0956995375777105e-19,5.768851016947092e-20,3.518001184165759e-20,2.4172609238759633e-20,1.7107953591014715e-20,0.10386623688184954,0.013852519089504349,0.009059828293598653,0.007481398573825553,0.007217002713858789
2761174074474440448,352.054201392072,8.909055359835039,17.191044,17.533354,16.698332,17.920698457151914,17.997254325834472,17.35873395010852,16.99683538925473,16.613004717761708,3.1057079741197986e-18,4.0991920865692134e-18,4.18857619299493e-18,3.552596178495085e-18,2.6688128061175922e-18,2.759884391391591e-19,5.146305738622435e-20,3.365698695337451e-20,2.3546790081096234e-20,1.755196856354467e-20,0.09648384296433916,0.013630809054994407,0.008724351090823035,0.007196315373990981,0.0071405561643491725
